genus_species,population_id,acclim_temp,latitude,longitude,genus.x,species.x,location_description,realm_general3,acclim_time,parameter_value,parameter_tmax_or_tmin,error_estimate,error_type,sample_size,metric_type,metric_description,ramping_rate,ramping_to_reach_st,duration_of_chronic_exposure,temp_before_pretreament_held_or_ff_for_field_fresh,timing_of_collection,elevation_of_collection,ref,life_stage.x,phylum.x,class.x,order.x,family.x,realm_specific,realm_general,notes.x,extractor,original_compilation,n_cat,record_number,record,family1,family2,genus2,species2,family3,genus3,species3,n_comment,raw_ctm2,acclim,acclim_time_life_120,log_acclim_time,safety,photoperiod,ep1,ep2,elevation,log_elevation,geog_cat,abs_lat,log_abs_lat,source,comments,year,citation,range,log_range,introduced,elev_min,elev_max,svl,log_svl,tmxslope,bioclim5,iucn_2014,iucn_2104risk,sampling_habitat,acclimation,rate_acclimation_c_day,methodology,length_experiment_min,body_length_mm,weight_g,phylogeny,reference,realm_general2,acclim_time_original,acclim_time_units,no_acclimation,genus.y,species.y,phylum.y,class.y,order.y,family.y,life_stage.y,season_inactive,logic_source_for_season_inactive,season_when_away_migratory_only,logic_source_season_when_away,maturity_sex,age_maturity_days,maturity_days_reference,maturity_days2,maturity_days2_reference,lifespan_days,lifespan_days_reference,data_gatherer,dispersal_distance_category,logic_source_for_dispersal_distance,dispersal_distance2_category,logic_source_for_dispersal_distance2,home_range_size_km2,logic_source_for_home_range_size,migratory,source_logic_for_migration_info,x29,realm,kingdom,maximum_body_size_svl_hbl_cm,source_for_maximum_body_size,trophic_position,source_logic_for_trophic_position,x36,x37,dispersal_type_walking_may_need_to_be_reworded_to_something_that_encaptures_slithering,logic_source_for_dispersal_type,cold_season_dormancy,source_logic_for_cold_season_dormancy,hot_season_dormancy,source_logic_for_hot_season_dormancy,highland_specialist,pelagic_habitat_for_marine_species,source_logic_for_highland_specialist,notes.y,orig_genus,orig_species,terrestriality_available_for_mammals_only_see_pan_theria_metadata,pantheria05genus,pantheria05species,pantheria93genus,pantheria93species,all_pantheria_synonyms05,pantheria_references,binary_name,try_species_number_for_plants,notes_on_body_size_e_g_type_of_metric
Pseudacris triseriata,Pseudacris triseriata_42.779,4,42.779,-96.929,Pseudacris,triseriata,"Vermillion, South Dakota",Terrestrial,5,38.4,tmax,NA,NA,25,NA,No movements could be elicited by tapping container,0.6,NA,NA,NA,NA,NA,"Dunlap, D. G. 1968. Critical thermal maximum as a function of temperature of acclimation in two species of hylid frogs. Physiological Zoology 41:432-439.",Adult,NA,NA,Anura,NA,NA,Terrestrial,NA,NA,Rohr,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,5,days,NA,Pseudacris,triseriata,Chordata,Amphibia,Anura,Hylidae,adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Micky,0-1,"Kramer, D. C. 1973. Movements of western chorus frogs (Pseudacris triseriata triseriata ) tagged with Co60  - J. Herpetol. 7: 231  -235.",NA,NA,NA,NA,NA,NA,NA,Terrestrial,Animalia,4,"Moen, D. S., S. A. Smith, and J. J. Wiens. 2009. Community assembly through evolutionary diversification and dispersal in Middle American treefrogs. Evolution 63:3228-3247",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudacris triseriata,Pseudacris triseriata_42.779,14,42.779,-96.929,Pseudacris,triseriata,"Vermillion, South Dakota",Terrestrial,5,38.6,tmax,NA,NA,11,NA,No movements could be elicited by tapping container,0.6,NA,NA,NA,NA,NA,"Dunlap, D. G. 1968. Critical thermal maximum as a function of temperature of acclimation in two species of hylid frogs. Physiological Zoology 41:432-439.",Adult,NA,NA,Anura,NA,NA,Terrestrial,NA,NA,Rohr,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,5,days,NA,Pseudacris,triseriata,Chordata,Amphibia,Anura,Hylidae,adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Micky,0-1,"Kramer, D. C. 1973. Movements of western chorus frogs (Pseudacris triseriata triseriata ) tagged with Co60  - J. Herpetol. 7: 231  -235.",NA,NA,NA,NA,NA,NA,NA,Terrestrial,Animalia,4,"Moen, D. S., S. A. Smith, and J. J. Wiens. 2009. Community assembly through evolutionary diversification and dispersal in Middle American treefrogs. Evolution 63:3228-3247",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudacris triseriata,Pseudacris triseriata_42.779,25,42.779,-96.929,Pseudacris,triseriata,"Vermillion, South Dakota",Terrestrial,5,39.6,tmax,NA,NA,11,NA,No movements could be elicited by tapping container,0.6,NA,NA,NA,NA,NA,"Dunlap, D. G. 1968. Critical thermal maximum as a function of temperature of acclimation in two species of hylid frogs. Physiological Zoology 41:432-439.",Adult,NA,NA,Anura,NA,NA,Terrestrial,NA,NA,Rohr,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,5,days,NA,Pseudacris,triseriata,Chordata,Amphibia,Anura,Hylidae,adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Micky,0-1,"Kramer, D. C. 1973. Movements of western chorus frogs (Pseudacris triseriata triseriata ) tagged with Co60  - J. Herpetol. 7: 231  -235.",NA,NA,NA,NA,NA,NA,NA,Terrestrial,Animalia,4,"Moen, D. S., S. A. Smith, and J. J. Wiens. 2009. Community assembly through evolutionary diversification and dispersal in Middle American treefrogs. Evolution 63:3228-3247",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudacris triseriata,Pseudacris triseriata_42.779,35,42.779,-96.929,Pseudacris,triseriata,"Vermillion, South Dakota",Terrestrial,5,40.4,tmax,NA,NA,8,NA,No movements could be elicited by tapping container,0.6,NA,NA,NA,NA,NA,"Dunlap, D. G. 1968. Critical thermal maximum as a function of temperature of acclimation in two species of hylid frogs. Physiological Zoology 41:432-439.",Adult,NA,NA,Anura,NA,NA,Terrestrial,NA,NA,Rohr,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,5,days,NA,Pseudacris,triseriata,Chordata,Amphibia,Anura,Hylidae,adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Micky,0-1,"Kramer, D. C. 1973. Movements of western chorus frogs (Pseudacris triseriata triseriata ) tagged with Co60  - J. Herpetol. 7: 231  -235.",NA,NA,NA,NA,NA,NA,NA,Terrestrial,Animalia,4,"Moen, D. S., S. A. Smith, and J. J. Wiens. 2009. Community assembly through evolutionary diversification and dispersal in Middle American treefrogs. Evolution 63:3228-3247",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Desmognathus fuscus,Desmognathus fuscus_37.375,5,37.375,-80.523,Desmognathus,fuscus,"Mountain Lake Biological Station, University of Virginia",Terrestrial,6,31,tmax,NA,NA,9,NA,Swimming movements became spasmodic,NA,NA,NA,NA,NA,NA,"Zweifel, R. G. 1957. Studies on the critical thermal maxima of salamanders. Ecology 38:64-69.",Adult,NA,NA,Caudata,NA,NA,Terrestrial,NA,NA,Rohr,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,6,days,NA,Desmognathus,fuscus,Chordata,Amphibia,Caudata,Plethodontidae,unknown,none,Ashton 1975,not migratory,NA,male and female,730,AmphiBio,Males: 730 Females: 1095,NA,1591,AmphibiaWeb,Micky/Ilona,0-1,"Barthlamus, G. T. and Bellis, E. D. 1972. Home range, homing and homing mechanism of the salamander, Desmognathus fuscus.  Copeia 1972: 632 -642.",NA,NA,25.2–114.5 m2,AmphibiaWeb,Non-migratory,AmphibiaWeb,NA,Terrestrial,Animalia,4,"Jones, R.L. 1986. Reproductive biology of Desmognathus fuscus and Desmognathus santeetlah in the Unicoi Mountains. Herpetologica 42:323-334.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Desmognathus fuscus,Desmognathus fuscus_37.375,15,37.375,-80.523,Desmognathus,fuscus,"Mountain Lake Biological Station, University of Virginia",Terrestrial,6,32.2,tmax,NA,NA,10,NA,Swimming movements became spasmodic,NA,NA,NA,NA,NA,NA,"Zweifel, R. G. 1957. Studies on the critical thermal maxima of salamanders. Ecology 38:64-69.",Adult,NA,NA,Caudata,NA,NA,Terrestrial,NA,NA,Rohr,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,6,days,NA,Desmognathus,fuscus,Chordata,Amphibia,Caudata,Plethodontidae,unknown,none,Ashton 1975,not migratory,NA,male and female,730,AmphiBio,Males: 730 Females: 1095,NA,1591,AmphibiaWeb,Micky/Ilona,0-1,"Barthlamus, G. T. and Bellis, E. D. 1972. Home range, homing and homing mechanism of the salamander, Desmognathus fuscus.  Copeia 1972: 632 -642.",NA,NA,25.2–114.5 m2,AmphibiaWeb,Non-migratory,AmphibiaWeb,NA,Terrestrial,Animalia,4,"Jones, R.L. 1986. Reproductive biology of Desmognathus fuscus and Desmognathus santeetlah in the Unicoi Mountains. Herpetologica 42:323-334.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Desmognathus quadramaculatus,Desmognathus quadramaculatus_37.375,5,37.375,-80.523,Desmognathus,quadramaculcatus,"Mountain Lake Biological Station, University of Virginia",Terrestrial,6,30.1,tmax,NA,NA,10,NA,Swimming movements became spasmodic,NA,NA,NA,NA,NA,NA,"Zweifel, R. G. 1957. Studies on the critical thermal maxima of salamanders. Ecology 38:64-69.",Adult,NA,NA,Caudata,NA,NA,Terrestrial,NA,NA,Rohr,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,6,days,NA,Desmognathus,quadramaculatus,Chordata,Amphibia,Caudata,Ambystomatidae,Adult,none,AmphibiaWeb,not migratory,NA,male and female,2190,AmphiBio,"Males: 1825-2920, females: 2190-3650",AmphibiaWeb,5430,AmphibiaWeb,Ilona,0-1,Cecala and Maerz 2015. Context-dependent responses to light contribute to responses by Black-bellied Salamanders (Desmognathus quadramaculatus) to landscape disturbances,NA,NA,in centimeters!!! 1207 cm2,AmphibiaWeb: Camp and Lee 1996,Non-migratory,AmphibiaWeb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Desmognathus quadramaculatus,Desmognathus quadramaculatus_37.375,15,37.375,-80.523,Desmognathus,quadramaculcatus,"Mountain Lake Biological Station, University of Virginia",Terrestrial,6,31.4,tmax,NA,NA,8,NA,Swimming movements became spasmodic,NA,NA,NA,NA,NA,NA,"Zweifel, R. G. 1957. Studies on the critical thermal maxima of salamanders. Ecology 38:64-69.",Adult,NA,NA,Caudata,NA,NA,Terrestrial,NA,NA,Rohr,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,6,days,NA,Desmognathus,quadramaculatus,Chordata,Amphibia,Caudata,Ambystomatidae,Adult,none,AmphibiaWeb,not migratory,NA,male and female,2190,AmphiBio,"Males: 1825-2920, females: 2190-3650",AmphibiaWeb,5430,AmphibiaWeb,Ilona,0-1,Cecala and Maerz 2015. Context-dependent responses to light contribute to responses by Black-bellied Salamanders (Desmognathus quadramaculatus) to landscape disturbances,NA,NA,in centimeters!!! 1207 cm2,AmphibiaWeb: Camp and Lee 1996,Non-migratory,AmphibiaWeb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Notophthalmus viridescens,Notophthalmus viridescens_37.375,5,37.375,-80.523,Diemictylus,viridescens,"Mountain Lake Biological Station, University of Virginia",Aquatic,6,34.5,tmax,NA,NA,1,NA,Swimming movements became spasmodic,NA,NA,NA,NA,NA,NA,"Zweifel, R. G. 1957. Studies on the critical thermal maxima of salamanders. Ecology 38:64-69.",Adult,NA,NA,Caudata,NA,NA,Aquatic & terrestrial,NA,NA,Rohr,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aquatic & terrestrial,6,days,NA,Notophthalmus,viridescens,Chordata,Amphibia,Caudata,NA,Adult,NA,NA,NA,NA,female,2000,AnAge,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acris crepitans,Acris crepitans_37.626,23,37.626,-89.498,Acris,crepitans,"Grand Tower, Illinois",Aquatic,7,39,tmax,NA,NA,10,NA,Onset of spasms,1,NA,NA,NA,NA,NA,"Gray, R. H. 1977. Lack of physiological differentiation in three color morphs of the cricket frog Acris crepitans in Illinois. Transactions of the Illinois State Academy of Science 70:73-79.",Adult,NA,NA,Anura,NA,NA,Aquatic & terrestrial,NA,NA,Rohr,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aquatic & terrestrial,7,days,NA,Acris,crepitans,Chordata,Amphibia,Anura,NA,Adult,NA,NA,NA,NA,unknown,365,AmphiBio,NA,NA,1095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acris crepitans,Acris crepitans_37.626,23,37.626,-89.498,Acris,crepitans,"Grand Tower, Illinois",Aquatic,7,39,tmax,NA,NA,10,NA,Onset of spasms,1,NA,NA,NA,NA,NA,"Gray, R. H. 1977. Lack of physiological differentiation in three color morphs of the cricket frog Acris crepitans in Illinois. Transactions of the Illinois State Academy of Science 70:73-79.",Adult,NA,NA,Anura,NA,NA,Aquatic & terrestrial,NA,NA,Rohr,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aquatic & terrestrial,7,days,NA,Acris,crepitans,Chordata,Amphibia,Anura,NA,Adult,NA,NA,NA,NA,unknown,365,AmphiBio,NA,NA,1095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acris crepitans,Acris crepitans_37.626,23,37.626,-89.498,Acris,crepitans,"Grand Tower, Illinois",Aquatic,7,39.1,tmax,NA,NA,10,NA,Onset of spasms,1,NA,NA,NA,NA,NA,"Gray, R. H. 1977. Lack of physiological differentiation in three color morphs of the cricket frog Acris crepitans in Illinois. Transactions of the Illinois State Academy of Science 70:73-79.",Adult,NA,NA,Anura,NA,NA,Aquatic & terrestrial,NA,NA,Rohr,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aquatic & terrestrial,7,days,NA,Acris,crepitans,Chordata,Amphibia,Anura,NA,Adult,NA,NA,NA,NA,unknown,365,AmphiBio,NA,NA,1095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acris crepitans,Acris crepitans_40.514,23,40.514,-88.991,Acris,crepitans,"Normal, Illinois",Aquatic,7,38.8,tmax,NA,NA,20,NA,Onset of spasms,1,NA,NA,NA,NA,NA,"Gray, R. H. 1977. Lack of physiological differentiation in three color morphs of the cricket frog Acris crepitans in Illinois. Transactions of the Illinois State Academy of Science 70:73-79.",Adult,NA,NA,Anura,NA,NA,Aquatic & terrestrial,NA,NA,Rohr,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aquatic & terrestrial,7,days,NA,Acris,crepitans,Chordata,Amphibia,Anura,NA,Adult,NA,NA,NA,NA,unknown,365,AmphiBio,NA,NA,1095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acris crepitans,Acris crepitans_40.514,23,40.514,-88.991,Acris,crepitans,"Normal, Illinois",Aquatic,7,38.8,tmax,NA,NA,20,NA,Onset of spasms,1,NA,NA,NA,NA,NA,"Gray, R. H. 1977. Lack of physiological differentiation in three color morphs of the cricket frog Acris crepitans in Illinois. Transactions of the Illinois State Academy of Science 70:73-79.",Adult,NA,NA,Anura,NA,NA,Aquatic & terrestrial,NA,NA,Rohr,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aquatic & terrestrial,7,days,NA,Acris,crepitans,Chordata,Amphibia,Anura,NA,Adult,NA,NA,NA,NA,unknown,365,AmphiBio,NA,NA,1095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acris crepitans,Acris crepitans_40.514,23,40.514,-88.991,Acris,crepitans,"Normal, Illinois",Aquatic,7,39.5,tmax,NA,NA,10,NA,Onset of spasms,1,NA,NA,NA,NA,NA,"Gray, R. H. 1977. Lack of physiological differentiation in three color morphs of the cricket frog Acris crepitans in Illinois. Transactions of the Illinois State Academy of Science 70:73-79.",Adult,NA,NA,Anura,NA,NA,Aquatic & terrestrial,NA,NA,Rohr,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aquatic & terrestrial,7,days,NA,Acris,crepitans,Chordata,Amphibia,Anura,NA,Adult,NA,NA,NA,NA,unknown,365,AmphiBio,NA,NA,1095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ambystoma jeffersonianum,Ambystoma jeffersonianum_40.203,10,40.203,-77.195,Ambystoma,jeffersonianum,"Carlisle, Pennsylvania",Aquatic,7,34.9,tmax,NA,NA,16,NA,Onset of spasms,1,NA,NA,NA,NA,NA,"Gatz, A. J., Jr. 1971. Critical thermal maxima of Ambystoma maculatum (Shaw) and Ambystoma jeffersonianum (Green) in relation to time of breeding. Herpetologica 27:157-160.",Adult,NA,NA,Caudata,NA,NA,Aquatic & terrestrial,NA,NA,Rohr,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aquatic & terrestrial,7,days,NA,Ambystoma,jeffersonianum,Chordata,Amphibia,Caudata,Ambystomatidae,Adult,winter,AmphibiaWeb,winter,AmphibiaWeb,unknown,730-1095,AmphibaWeb,NA,NA,1095,"AmphibiaWeb, estimate is based on mark-recapture studies where 10-18% of adults were recaptured",Ilona,0 --1,"The original dispersal values aer 250–1,600 m. I selected the 0-1km dispersal distance caetgory to reflect that likely most dispersal is happening at distances < 1km. Source AMphiweb, Douglas and Monroe 1981)",NA,NA,unknown,NA,Yes,AmphibiaWeb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ambystoma maculatum,Ambystoma maculatum_40.203,10,40.203,-77.195,Ambystoma,maculatum,"Carlisle, Pennsylvania",Aquatic,7,34,tmax,NA,NA,12,NA,Onset of spasms,1,NA,NA,NA,NA,NA,"Gatz, A. J., Jr. 1971. Critical thermal maxima of Ambystoma maculatum (Shaw) and Ambystoma jeffersonianum (Green) in relation to time of breeding. Herpetologica 27:157-160.",Adult,NA,NA,Caudata,NA,NA,Aquatic & terrestrial,NA,NA,Rohr,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aquatic & terrestrial,7,days,NA,Ambystoma,maculatum,Chordata,Amphibia,Caudata,Ambystomatidae,unknown,winter,"AmphibiaWeb (this reflects adult breeding migrations/time of hibernation, and NOT larval post-metamorphic migration)",winter,"AmphibiaWeb (this reflects adult breeding migrations/time of hibernation, and NOT larval post-metamorphic migration)",female,1095,AnAge,730,AmphiBio,8030-9125,AmphibiaWeb,Micky/Ilona,0-1,"Madison, D. M. 1997. The emigration of radio-implanted spotted salamanders, Ambystoma maculatum .  J. Herpetol. 31: 542 -551.",NA,NA,0.0000012 - 0.0000015,"Amphibiaweb: Douglas and Monroe, 1981; Kleeberger and Werner, 1983",Yes,AmphibiaWeb,NA,Terrestrial,Animalia,25,"Petranka, J. W. (1998). Salamanders of the United States and Canada. Smithsonian Institution Press, Washington and London.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ambystoma tigrinum,Ambystoma tigrinum_32.32,10,32.32,-106.764,Ambystoma,tigrinum,"Las Cruces, New Mexico",Aquatic,7,37,tmax,NA,NA,10,NA,Spasms ceased and an open mouth gape was apparent,0.5,NA,NA,NA,NA,NA,"Delson, J., and W. G. Whitford. 1973. Critical thermal maxima in several life history stages in desert and montane populations of Ambystoma tigrinum. Herpetologica 29:352-355.",larva,NA,NA,Caudata,NA,NA,Aquatic & terrestrial,NA,NA,Rohr,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aquatic & terrestrial,7,days,NA,Ambystoma,tigrinum,Chordata,Amphibia,Caudata,NA,larva,NA,NA,NA,NA,female,1460,AnAge,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ambystoma tigrinum,Ambystoma tigrinum_32.32,20,32.32,-106.764,Ambystoma,tigrinum,"Las Cruces, New Mexico",Aquatic,7,38.1,tmax,NA,NA,10,NA,Spasms ceased and an open mouth gape was apparent,0.5,NA,NA,NA,NA,NA,"Delson, J., and W. G. Whitford. 1973. Critical thermal maxima in several life history stages in desert and montane populations of Ambystoma tigrinum. Herpetologica 29:352-355.",larva,NA,NA,Caudata,NA,NA,Aquatic & terrestrial,NA,NA,Rohr,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aquatic & terrestrial,7,days,NA,Ambystoma,tigrinum,Chordata,Amphibia,Caudata,NA,larva,NA,NA,NA,NA,female,1460,AnAge,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
