assessmentId,internalTaxonId,scientificName,kingdomName,phylumName,orderName,className,familyName,genusName,speciesName,infraType,infraName,infraAuthority,authority,redlistCategory,redlistCriteria,criteriaVersion,populationTrend,scopes
119623865,3746,Canis lupus,ANIMALIA,CHORDATA,CARNIVORA,MAMMALIA,CANIDAE,Canis,lupus,,,,"Linnaeus, 1758",Least Concern,,3.1,Stable,Global
120208445,164229,Spirodela polyrhiza,PLANTAE,TRACHEOPHYTA,ALISMATALES,LILIOPSIDA,ARACEAE,Spirodela,polyrhiza,,,,(L.) Schleid.,Least Concern,,3.1,Stable,Global
120218868,163982,Potamogeton pusillus,PLANTAE,TRACHEOPHYTA,ALISMATALES,LILIOPSIDA,POTAMOGETONACEAE,Potamogeton,pusillus,,,,L.      ,Least Concern,,3.1,Stable,Global
120220519,168962,Stuckenia pectinata,PLANTAE,TRACHEOPHYTA,ALISMATALES,LILIOPSIDA,POTAMOGETONACEAE,Stuckenia,pectinata,,,,(L.) Börner,Least Concern,,3.1,Stable,Global
120228484,164153,Trapa natans,PLANTAE,TRACHEOPHYTA,MYRTALES,MAGNOLIOPSIDA,LYTHRACEAE,Trapa,natans,,,,L.,Least Concern,,3.1,Unknown,Global
120229199,164208,Typha domingensis,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,TYPHACEAE,Typha,domingensis,,,,Pers.,Least Concern,,3.1,Stable,Global
121229971,41688,Ursus arctos,ANIMALIA,CHORDATA,CARNIVORA,MAMMALIA,URSIDAE,Ursus,arctos,,,,"Linnaeus, 1758",Least Concern,,3.1,Stable,Global
121572262,151913,Opuntia fragilis,PLANTAE,TRACHEOPHYTA,CARYOPHYLLALES,MAGNOLIOPSIDA,CACTACEAE,Opuntia,fragilis,,,,(Nutt.) Haw.,Least Concern,,3.1,Stable,Global
122560084,42456,Marmota caligata,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,SCIURIDAE,Marmota,caligata,,,,"(Eschscholtz, 1829)",Least Concern,,3.1,Stable,Global
123321764,123321057,Anotopterus nikparini,ANIMALIA,CHORDATA,AULOPIFORMES,ACTINOPTERYGII,ANOTOPTERIDAE,Anotopterus,nikparini,,,,"Kukuev, 1998",Least Concern,,3.1,Stable,Global
123324318,123323873,Scopelosaurus adleri,ANIMALIA,CHORDATA,AULOPIFORMES,ACTINOPTERYGII,NOTOSUDIDAE,Scopelosaurus,adleri,,,,"(Fedorov, 1967)",Least Concern,,3.1,Unknown,Global
124402990,39342,Lamna ditropis,ANIMALIA,CHORDATA,LAMNIFORMES,CHONDRICHTHYES,LAMNIDAE,Lamna,ditropis,,,,"Hubbs &amp; Follett, 1947",Least Concern,,3.1,Stable,Global
125435470,125433585,Montagnea radiosa,FUNGI,BASIDIOMYCOTA,AGARICALES,AGARICOMYCETES,AGARICACEAE,Montagnea,radiosa,,,,(Pall.) Šebek,Least Concern,,3.1,Unknown,Global
125923759,193546,Acer glabrum,PLANTAE,TRACHEOPHYTA,SAPINDALES,MAGNOLIOPSIDA,SAPINDACEAE,Acer,glabrum,,,,Torr.,Least Concern,,3.1,Unknown,Global
127837214,22689055,Bubo scandiacus,ANIMALIA,CHORDATA,STRIGIFORMES,AVES,STRIGIDAE,Bubo,scandiacus,,,,"(Linnaeus, 1758)",Vulnerable,A2bd+3bd+4bd,3.1,Decreasing,Global
128977857,68064111,Lampadena urophaos,ANIMALIA,CHORDATA,MYCTOPHIFORMES,ACTINOPTERYGII,MYCTOPHIDAE,Lampadena,urophaos,,,,"Paxton, 1963",Least Concern,,3.1,Unknown,Global
129564041,129299900,Ceratoscopelus townsendi,ANIMALIA,CHORDATA,MYCTOPHIFORMES,ACTINOPTERYGII,MYCTOPHIDAE,Ceratoscopelus,townsendi,,,,"(Eigenmann &amp; Eigenmann, 1889)",Least Concern,,3.1,Unknown,Global
129565116,129300151,Lampadena yaquinae,ANIMALIA,CHORDATA,MYCTOPHIFORMES,ACTINOPTERYGII,MYCTOPHIDAE,Lampadena,yaquinae,,,,"(Coleman &amp; Nafpaktitis, 1972)",Least Concern,,3.1,Unknown,Global
129565124,129300299,Lampanyctus acanthurus,ANIMALIA,CHORDATA,MYCTOPHIFORMES,ACTINOPTERYGII,MYCTOPHIDAE,Lampanyctus,acanthurus,,,,"Wisner, 1974",Least Concern,,3.1,Unknown,Global
129565302,129394341,Lampanyctus regalis,ANIMALIA,CHORDATA,MYCTOPHIFORMES,ACTINOPTERYGII,MYCTOPHIDAE,Lampanyctus,regalis,,,,"(Gilbert, 1892)",Least Concern,,3.1,Unknown,Global
129565310,129394449,Lampanyctus ritteri,ANIMALIA,CHORDATA,MYCTOPHIFORMES,ACTINOPTERYGII,MYCTOPHIDAE,Lampanyctus,ritteri,,,,"Gilbert, 1915",Least Concern,,3.1,Unknown,Global
129565318,129394511,Lampanyctus simulator,ANIMALIA,CHORDATA,MYCTOPHIFORMES,ACTINOPTERYGII,MYCTOPHIDAE,Lampanyctus,simulator,,,,"Wisner, 1971",Least Concern,,3.1,Unknown,Global
129565384,129511181,Stenobrachius nannochir,ANIMALIA,CHORDATA,MYCTOPHIFORMES,ACTINOPTERYGII,MYCTOPHIDAE,Stenobrachius,nannochir,,,,"(Gilbert, 1890)",Least Concern,,3.1,Unknown,Global
129565392,129511170,Stenobrachius leucopsarus,ANIMALIA,CHORDATA,MYCTOPHIFORMES,ACTINOPTERYGII,MYCTOPHIDAE,Stenobrachius,leucopsarus,,,,"(Eigenmann &amp; Eigenmann, 1890)",Least Concern,,3.1,Unknown,Global
130031376,191292,Pimephales promelas,ANIMALIA,CHORDATA,CYPRINIFORMES,ACTINOPTERYGII,CYPRINIDAE,Pimephales,promelas,,,,"Rafinesque, 1820",Least Concern,,3.1,Unknown,Global
130036416,22680874,Sphyrapicus ruber,ANIMALIA,CHORDATA,PICIFORMES,AVES,PICIDAE,Sphyrapicus,ruber,,,,"(Gmelin, 1788)",Least Concern,,3.1,Decreasing,Global
130050777,62204,Rhinichthys cataractae,ANIMALIA,CHORDATA,CYPRINIFORMES,ACTINOPTERYGII,CYPRINIDAE,Rhinichthys,cataractae,,,,"(Valenciennes, 1842)",Least Concern,,3.1,Stable,Global
130372296,22705182,Vireo huttoni,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,VIREONIDAE,Vireo,huttoni,,,,"Cassin, 1851",Least Concern,,3.1,Stable,Global
130380194,22705783,Perisoreus canadensis,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,CORVIDAE,Perisoreus,canadensis,,,,"(Linnaeus, 1766)",Least Concern,,3.1,Decreasing,Global
130407851,22705909,Nucifraga columbiana,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,CORVIDAE,Nucifraga,columbiana,,,,"(Wilson, 1811)",Least Concern,,3.1,Stable,Global
130414225,130286297,Diaphus theta,ANIMALIA,CHORDATA,MYCTOPHIFORMES,ACTINOPTERYGII,MYCTOPHIDAE,Diaphus,theta,,,,"Eigenmann &amp; Eigenmann, 1890",Least Concern,,3.1,Unknown,Global
130414350,130350214,Loweina terminata,ANIMALIA,CHORDATA,MYCTOPHIFORMES,ACTINOPTERYGII,MYCTOPHIDAE,Loweina,terminata,,,,"Becker, 1964",Least Concern,,3.1,Unknown,Global
130414395,130350511,Protomyctophum crockeri,ANIMALIA,CHORDATA,MYCTOPHIFORMES,ACTINOPTERYGII,MYCTOPHIDAE,Protomyctophum,crockeri,,,,"(Bolin, 1939)",Least Concern,,3.1,Unknown,Global
130414435,130351028,Protomyctophum thompsoni,ANIMALIA,CHORDATA,MYCTOPHIFORMES,ACTINOPTERYGII,MYCTOPHIDAE,Protomyctophum,thompsoni,,,,"(Chapman, 1944)",Least Concern,,3.1,Unknown,Global
130414440,130352266,Symbolophorus californiensis,ANIMALIA,CHORDATA,MYCTOPHIFORMES,ACTINOPTERYGII,MYCTOPHIDAE,Symbolophorus,californiensis,,,,"(Eigenmann &amp; Eigenmann, 1889)",Least Concern,,3.1,Unknown,Global
130414455,130353171,Tarletonbeania crenularis,ANIMALIA,CHORDATA,MYCTOPHIFORMES,ACTINOPTERYGII,MYCTOPHIDAE,Tarletonbeania,crenularis,,,,"(Jordan &amp; Gilbert, 1880)",Least Concern,,3.1,Unknown,Global
130414460,130353324,Tarletonbeania taylori,ANIMALIA,CHORDATA,MYCTOPHIFORMES,ACTINOPTERYGII,MYCTOPHIDAE,Tarletonbeania,taylori,,,,"Mead, 1953",Least Concern,,3.1,Unknown,Global
130482064,2475,Balaenoptera borealis,ANIMALIA,CHORDATA,CETARTIODACTYLA,MAMMALIA,BALAENOPTERIDAE,Balaenoptera,borealis,,,,"Lesson, 1828",Endangered,A1abd,3.1,Increasing,Global
131006966,192929,Cymatogaster aggregata,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,EMBIOTOCIDAE,Cymatogaster,aggregata,,,,"Gibbons, 1854",Least Concern,,3.1,Stable,Global
131500502,22720702,Hesperiphona vespertina,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,FRINGILLIDAE,Hesperiphona,vespertina,,,,"(Cooper, 1825)",Vulnerable,A2ac+3c+4ac,3.1,Decreasing,Global
131750335,22688296,Selasphorus rufus,ANIMALIA,CHORDATA,CAPRIMULGIFORMES,AVES,TROCHILIDAE,Selasphorus,rufus,,,,"(Gmelin, 1788)",Near Threatened,A2ac+3c+4ac,3.1,Decreasing,Global
131893534,22686440,Cypseloides niger,ANIMALIA,CHORDATA,CAPRIMULGIFORMES,AVES,APODIDAE,Cypseloides,niger,,,,"(Gmelin, 1789)",Vulnerable,A2ace+3ce+4ace,3.1,Decreasing,Global
131905854,22679500,Bonasa umbellus,ANIMALIA,CHORDATA,GALLIFORMES,AVES,PHASIANIDAE,Bonasa,umbellus,,,,"(Linnaeus, 1766)",Least Concern,,3.1,Decreasing,Global
131906420,22679603,Callipepla californica,ANIMALIA,CHORDATA,GALLIFORMES,AVES,ODONTOPHORIDAE,Callipepla,californica,,,,"(Shaw, 1798)",Least Concern,,3.1,Increasing,Global
131908897,22679896,Anser caerulescens,ANIMALIA,CHORDATA,ANSERIFORMES,AVES,ANATIDAE,Anser,caerulescens,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Increasing,Global
131909406,22679935,Branta canadensis,ANIMALIA,CHORDATA,ANSERIFORMES,AVES,ANATIDAE,Branta,canadensis,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Increasing,Global
131922722,22689507,Asio otus,ANIMALIA,CHORDATA,STRIGIFORMES,AVES,STRIGIDAE,Asio,otus,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Decreasing,Global
131929912,22693424,Calidris ptilocnemis,ANIMALIA,CHORDATA,CHARADRIIFORMES,AVES,SCOLOPACIDAE,Calidris,ptilocnemis,,,,"(Coues, 1873)",Least Concern,,3.1,Decreasing,Global
131933971,22694924,Cerorhinca monocerata,ANIMALIA,CHORDATA,CHARADRIIFORMES,AVES,ALCIDAE,Cerorhinca,monocerata,,,,"(Pallas, 1811)",Least Concern,,3.1,Decreasing,Global
131941613,22697627,Cathartes aura,ANIMALIA,CHORDATA,CATHARTIFORMES,AVES,CATHARTIDAE,Cathartes,aura,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Stable,Global
131942584,22697829,Gavia stellata,ANIMALIA,CHORDATA,GAVIIFORMES,AVES,GAVIIDAE,Gavia,stellata,,,,"(Pontoppidan, 1763)",Least Concern,,3.1,Decreasing,Global
131945410,22705990,Corvus brachyrhynchos,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,CORVIDAE,Corvus,brachyrhynchos,,,,"Brehm, 1822",Least Concern,,3.1,Increasing,Global
132001810,22720563,Haemorhous mexicanus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,FRINGILLIDAE,Haemorhous,mexicanus,,,,"(Müller, 1776)",Least Concern,,3.1,Increasing,Global
132010232,22721830,Geothlypis tolmiei,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PARULIDAE,Geothlypis,tolmiei,,,,"(Townsend, 1839)",Least Concern,,3.1,Decreasing,Global
132011103,22722057,Icteria virens,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,ICTERIDAE,Icteria,virens,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Stable,Global
132027891,22724191,Agelaius phoeniceus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,ICTERIDAE,Agelaius,phoeniceus,,,,"(Linnaeus, 1766)",Least Concern,,3.1,Decreasing,Global
132039486,61752071,Bubo virginianus,ANIMALIA,CHORDATA,STRIGIFORMES,AVES,STRIGIDAE,Bubo,virginianus,,,,"(Gmelin, 1788)",Least Concern,,3.1,Stable,Global
132039889,102998555,Alauda arvensis,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,ALAUDIDAE,Alauda,arvensis,,,,"Linnaeus, 1758",Least Concern,,3.1,Decreasing,Global
132046297,103881682,Catharus ustulatus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,TURDIDAE,Catharus,ustulatus,,,,"(Nuttall, 1840)",Least Concern,,3.1,Unknown,Global
132051778,22679473,Lagopus leucura,ANIMALIA,CHORDATA,GALLIFORMES,AVES,PHASIANIDAE,Lagopus,leucura,,,,"(Richardson, 1831)",Least Concern,,3.1,Decreasing,Global
132053220,22680485,Mergus serrator,ANIMALIA,CHORDATA,ANSERIFORMES,AVES,ANATIDAE,Mergus,serrator,,,,"Linnaeus, 1758",Least Concern,,3.1,Stable,Global
132054083,22680492,Mergus merganser,ANIMALIA,CHORDATA,ANSERIFORMES,AVES,ANATIDAE,Mergus,merganser,,,,"Linnaeus, 1758",Least Concern,,3.1,Unknown,Global
132065195,22694629,Sterna paradisaea,ANIMALIA,CHORDATA,CHARADRIIFORMES,AVES,LARIDAE,Sterna,paradisaea,,,,"Pontoppidan, 1763",Least Concern,,3.1,Decreasing,Global
132066871,22696606,Podiceps auritus,ANIMALIA,CHORDATA,PODICIPEDIFORMES,AVES,PODICIPEDIDAE,Podiceps,auritus,,,,"(Linnaeus, 1758)",Vulnerable,A2abce+3bce+4abce,3.1,Decreasing,Global
132074027,22708587,Myadestes townsendi,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,TURDIDAE,Myadestes,townsendi,,,,"(Audubon, 1838)",Least Concern,,3.1,Increasing,Global
132094796,22711196,Sitta canadensis,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,SITTIDAE,Sitta,canadensis,,,,"Linnaeus, 1766",Least Concern,,3.1,Increasing,Global
132096463,22711377,Thryomanes bewickii,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,TROGLODYTIDAE,Thryomanes,bewickii,,,,"(Audubon, 1827)",Least Concern,,3.1,Stable,Global
132100477,22712028,Psaltriparus minimus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,AEGITHALIDAE,Psaltriparus,minimus,,,,"(Townsend, 1837)",Least Concern,,3.1,Stable,Global
132100712,22712594,Regulus satrapa,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,REGULIDAE,Regulus,satrapa,,,,"Lichtenstein, 1823",Least Concern,,3.1,Increasing,Global
132141004,22720482,Leucosticte tephrocotis,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,FRINGILLIDAE,Leucosticte,tephrocotis,,,,"(Swainson, 1832)",Least Concern,,3.1,Stable,Global
132141177,22720625,Pinicola enucleator,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,FRINGILLIDAE,Pinicola,enucleator,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Decreasing,Global
132142598,22721070,Melospiza georgiana,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PASSERELLIDAE,Melospiza,georgiana,,,,"(Latham, 1790)",Least Concern,,3.1,Increasing,Global
132143191,22721085,Zonotrichia albicollis,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PASSERELLIDAE,Zonotrichia,albicollis,,,,"(Gmelin, 1789)",Least Concern,,3.1,Stable,Global
132143453,22721159,Passerella arborea,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PASSERELLIDAE,Passerella,arborea,,,,"(Wilson, 1810)",Least Concern,,3.1,Decreasing,Global
132143690,22721162,Spizella passerina,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PASSERELLIDAE,Spizella,passerina,,,,"(Bechstein, 1798)",Least Concern,,3.1,Increasing,Global
132173994,22724256,Sturnella neglecta,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,ICTERIDAE,Sturnella,neglecta,,,,"Audubon, 1844",Least Concern,,3.1,Decreasing,Global
132175819,22724354,Molothrus ater,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,ICTERIDAE,Molothrus,ater,,,,"(Boddaert, 1783)",Least Concern,,3.1,Decreasing,Global
132178041,22727750,Oxyura jamaicensis,ANIMALIA,CHORDATA,ANSERIFORMES,AVES,ANATIDAE,Oxyura,jamaicensis,,,,"(Gmelin, 1789)",Least Concern,,3.1,Decreasing,Global
132193767,103779230,Passerella unalaschcensis,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PASSERELLIDAE,Passerella,unalaschcensis,,,,"(Gmelin, 1789)",Least Concern,,3.1,Stable,Global
132285482,22693363,Calidris canutus,ANIMALIA,CHORDATA,CHARADRIIFORMES,AVES,SCOLOPACIDAE,Calidris,canutus,,,,"(Linnaeus, 1758)",Near Threatened,A2abc+3bc+4abc,3.1,Decreasing,Global
132438484,132438298,Hydrobates leucorhous,ANIMALIA,CHORDATA,PROCELLARIIFORMES,AVES,HYDROBATIDAE,Hydrobates,leucorhous,,,,"(Vieillot, 1818)",Vulnerable,A2bce+3bce+4bce,3.1,Decreasing,Global
132525108,22680398,Aythya marila,ANIMALIA,CHORDATA,ANSERIFORMES,AVES,ANATIDAE,Aythya,marila,,,,"(Linnaeus, 1761)",Least Concern,,3.1,Decreasing,Global
132527785,22680423,Histrionicus histrionicus,ANIMALIA,CHORDATA,ANSERIFORMES,AVES,ANATIDAE,Histrionicus,histrionicus,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Increasing,Global
132528934,22680441,Melanitta perspicillata,ANIMALIA,CHORDATA,ANSERIFORMES,AVES,ANATIDAE,Melanitta,perspicillata,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Decreasing,Global
132529366,22680455,Bucephala clangula,ANIMALIA,CHORDATA,ANSERIFORMES,AVES,ANATIDAE,Bucephala,clangula,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Stable,Global
132530132,22680459,Bucephala islandica,ANIMALIA,CHORDATA,ANSERIFORMES,AVES,ANATIDAE,Bucephala,islandica,,,,"(Gmelin, 1789)",Least Concern,,3.1,Increasing,Global
132541912,22694317,Larus delawarensis,ANIMALIA,CHORDATA,CHARADRIIFORMES,AVES,LARIDAE,Larus,delawarensis,,,,"Ord, 1815",Least Concern,,3.1,Increasing,Global
132542511,22694321,Larus californicus,ANIMALIA,CHORDATA,CHARADRIIFORMES,AVES,LARIDAE,Larus,californicus,,,,"Lawrence, 1854",Least Concern,,3.1,Decreasing,Global
132543276,22694334,Larus glaucescens,ANIMALIA,CHORDATA,CHARADRIIFORMES,AVES,LARIDAE,Larus,glaucescens,,,,"Naumann, 1840",Least Concern,,3.1,Increasing,Global
132543621,22694337,Larus occidentalis,ANIMALIA,CHORDATA,CHARADRIIFORMES,AVES,LARIDAE,Larus,occidentalis,,,,"Audubon, 1839",Least Concern,,3.1,Increasing,Global
132544122,22694343,Larus hyperboreus,ANIMALIA,CHORDATA,CHARADRIIFORMES,AVES,LARIDAE,Larus,hyperboreus,,,,"Gunnerus, 1767",Least Concern,,3.1,Stable,Global
132550875,22694432,Larus philadelphia,ANIMALIA,CHORDATA,CHARADRIIFORMES,AVES,LARIDAE,Larus,philadelphia,,,,"(Ord, 1815)",Least Concern,,3.1,Increasing,Global
132555511,22694479,Xema sabini,ANIMALIA,CHORDATA,CHARADRIIFORMES,AVES,LARIDAE,Xema,sabini,,,,"(Sabine, 1819)",Least Concern,,3.1,Stable,Global
132577296,22694841,Uria aalge,ANIMALIA,CHORDATA,CHARADRIIFORMES,AVES,ALCIDAE,Uria,aalge,,,,"(Pontoppidan, 1763)",Least Concern,,3.1,Increasing,Global
132578338,22694864,Cepphus columba,ANIMALIA,CHORDATA,CHARADRIIFORMES,AVES,ALCIDAE,Cepphus,columba,,,,"Pallas, 1811",Least Concern,,3.1,Stable,Global
132580015,22694896,Synthliboramphus antiquus,ANIMALIA,CHORDATA,CHARADRIIFORMES,AVES,ALCIDAE,Synthliboramphus,antiquus,,,,"(Gmelin, 1789)",Least Concern,,3.1,Decreasing,Global
132580716,22694903,Ptychoramphus aleuticus,ANIMALIA,CHORDATA,CHARADRIIFORMES,AVES,ALCIDAE,Ptychoramphus,aleuticus,,,,"(Pallas, 1811)",Near Threatened,A2b+3b+4b,3.1,Decreasing,Global
132582688,22696599,Podiceps grisegena,ANIMALIA,CHORDATA,PODICIPEDIFORMES,AVES,PODICIPEDIDAE,Podiceps,grisegena,,,,"(Boddaert, 1783)",Least Concern,,3.1,Decreasing,Global
132584321,22696610,Podiceps nigricollis,ANIMALIA,CHORDATA,PODICIPEDIFORMES,AVES,PODICIPEDIDAE,Podiceps,nigricollis,,,,"Brehm, 1831",Least Concern,,3.1,Unknown,Global
132607134,22697839,Gavia pacifica,ANIMALIA,CHORDATA,GAVIIFORMES,AVES,GAVIIDAE,Gavia,pacifica,,,,"(Lawrence, 1858)",Least Concern,,3.1,Increasing,Global
132607418,22697842,Gavia immer,ANIMALIA,CHORDATA,GAVIIFORMES,AVES,GAVIIDAE,Gavia,immer,,,,"(Brünnich, 1764)",Least Concern,,3.1,Stable,Global
132607949,22697847,Gavia adamsii,ANIMALIA,CHORDATA,GAVIIFORMES,AVES,GAVIIDAE,Gavia,adamsii,,,,"(Gray, 1859)",Near Threatened,A2d+3d+4d; C1,3.1,Decreasing,Global
132609419,22697866,Fulmarus glacialis,ANIMALIA,CHORDATA,PROCELLARIIFORMES,AVES,PROCELLARIIDAE,Fulmarus,glacialis,,,,"(Linnaeus, 1761)",Least Concern,,3.1,Increasing,Global
132632044,22698182,Ardenna bulleri,ANIMALIA,CHORDATA,PROCELLARIIFORMES,AVES,PROCELLARIIDAE,Ardenna,bulleri,,,,"(Salvin, 1888)",Vulnerable,D2,3.1,Stable,Global
132633266,22698195,Ardenna creatopus,ANIMALIA,CHORDATA,PROCELLARIIFORMES,AVES,PROCELLARIIDAE,Ardenna,creatopus,,,,"(Coues, 1864)",Vulnerable,D2,3.1,Unknown,Global
132635686,22698216,Ardenna tenuirostris,ANIMALIA,CHORDATA,PROCELLARIIFORMES,AVES,PROCELLARIIDAE,Ardenna,tenuirostris,,,,"(Temminck, 1835)",Least Concern,,3.1,Decreasing,Global
132642113,22698335,Phoebastria albatrus,ANIMALIA,CHORDATA,PROCELLARIIFORMES,AVES,DIOMEDEIDAE,Phoebastria,albatrus,,,,"(Pallas, 1769)",Vulnerable,D2,3.1,Increasing,Global
132654302,22698572,Hydrobates furcatus,ANIMALIA,CHORDATA,PROCELLARIIFORMES,AVES,HYDROBATIDAE,Hydrobates,furcatus,,,,"(Gmelin, 1789)",Least Concern,,3.1,Increasing,Global
132662655,22732425,Melanitta americana,ANIMALIA,CHORDATA,ANSERIFORMES,AVES,ANATIDAE,Melanitta,americana,,,,"(Swainson, 1832)",Near Threatened,A2bce+3bce+4bce,3.1,Decreasing,Global
132663794,22734194,Melanitta deglandi,ANIMALIA,CHORDATA,ANSERIFORMES,AVES,ANATIDAE,Melanitta,deglandi,,,,"(Bonaparte, 1850)",Least Concern,,3.1,Decreasing,Global
133552919,22696776,Nannopterum auritus,ANIMALIA,CHORDATA,SULIFORMES,AVES,PHALACROCORACIDAE,Nannopterum,auritus,,,,"(Lesson, 1831)",Least Concern,,3.1,Increasing,Global
133800026,22696753,Urile penicillatus,ANIMALIA,CHORDATA,SULIFORMES,AVES,PHALACROCORACIDAE,Urile,penicillatus,,,,"(Brandt, 1837)",Least Concern,,3.1,Decreasing,Global
137493608,22710886,Sturnus vulgaris,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,STURNIDAE,Sturnus,vulgaris,,,,"Linnaeus, 1758",Least Concern,,3.1,Decreasing,Global
137560639,22708556,Sialia currucoides,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,TURDIDAE,Sialia,currucoides,,,,"Bechstein, 1798",Least Concern,,3.1,Increasing,Global
137668645,22712252,Hirundo rustica,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,HIRUNDINIDAE,Hirundo,rustica,,,,"Linnaeus, 1758",Least Concern,,3.1,Decreasing,Global
137693170,22717434,Eremophila alpestris,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,ALAUDIDAE,Eremophila,alpestris,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Decreasing,Global
137780032,155115462,Vireo olivaceus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,VIREONIDAE,Vireo,olivaceus,,,,"(Linnaeus, 1766)",Least Concern,,3.1,Increasing,Global
137979584,22699889,Sayornis saya,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,TYRANNIDAE,Sayornis,saya,,,,"(Bonaparte, 1825)",Least Concern,,3.1,Increasing,Global
137994099,22699871,Empidonax difficilis,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,TYRANNIDAE,Empidonax,difficilis,,,,"Baird, 1858",Least Concern,,3.1,Decreasing,Global
138330361,138330030,Suillus lakei,FUNGI,BASIDIOMYCOTA,BOLETALES,AGARICOMYCETES,SUILLACEAE,Suillus,lakei,,,,(Murrill) A.H. Sm. &amp; Thiers,Least Concern,,3.1,Stable,Global
139355294,22696631,Aechmophorus occidentalis,ANIMALIA,CHORDATA,PODICIPEDIFORMES,AVES,PODICIPEDIDAE,Aechmophorus,occidentalis,,,,"(Lawrence, 1858)",Least Concern,,3.1,Stable,Global
140858973,140348014,Bertella idiomorpha,ANIMALIA,CHORDATA,LOPHIIFORMES,ACTINOPTERYGII,ONEIRODIDAE,Bertella,idiomorpha,,,,"Pietsch, 1973",Least Concern,,3.1,Unknown,Global
140858978,140348039,Chaenophryne melanorhabdus,ANIMALIA,CHORDATA,LOPHIIFORMES,ACTINOPTERYGII,ONEIRODIDAE,Chaenophryne,melanorhabdus,,,,"Regan &amp; Trewavas, 1932",Least Concern,,3.1,Unknown,Global
140859028,140348493,Oneirodes bulbosus,ANIMALIA,CHORDATA,LOPHIIFORMES,ACTINOPTERYGII,ONEIRODIDAE,Oneirodes,bulbosus,,,,"Chapman, 1939",Least Concern,,3.1,Unknown,Global
140859138,140349619,Oneirodes thompsoni,ANIMALIA,CHORDATA,LOPHIIFORMES,ACTINOPTERYGII,ONEIRODIDAE,Oneirodes,thompsoni,,,,"(Schultz, 1934)",Least Concern,,3.1,Unknown,Global
141781371,141481460,Embiotoca lateralis,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,EMBIOTOCIDAE,Embiotoca,lateralis,,,,"Agassiz, 1854",Least Concern,,3.1,Unknown,Global
142396828,55997823,Cervus canadensis,ANIMALIA,CHORDATA,CETARTIODACTYLA,MAMMALIA,CERVIDAE,Cervus,canadensis,,,,"Erxleben, 1777",Least Concern,,3.1,Increasing,Global
143831586,183347,Sardinops sagax,ANIMALIA,CHORDATA,CLUPEIFORMES,ACTINOPTERYGII,CLUPEIDAE,Sardinops,sagax,,,,(Jenyns 1842),Least Concern,,3.1,Unknown,Global
145357488,18596,Pseudorca crassidens,ANIMALIA,CHORDATA,CETARTIODACTYLA,MAMMALIA,DELPHINIDAE,Pseudorca,crassidens,,,,"(Owen, 1846)",Near Threatened,A2d,3.1,Unknown,Global
