internalTaxonId,scientificName,name,genusName,speciesName,speciesAuthor,infraType,infrarankAuthor
190350,Avocettina infans,"Avocettina elongata (Gill & Ryder, 1883)",Avocettina,elongata,"(Gill & Ryder, 1883)",,
190350,Avocettina infans,"Borodinula infans (Günther, 1878)",Borodinula,infans,"(Günther, 1878)",,
190350,Avocettina infans,"Borodinula gilli (Bean, 1890)",Borodinula,gilli,"(Bean, 1890)",,
190350,Avocettina infans,"Labichthys gilli Bean, 1890",Labichthys,gilli,"Bean, 1890",,
190350,Avocettina infans,"Avocettina exophthalma Parr, 1932",Avocettina,exophthalma,"Parr, 1932",,
190350,Avocettina infans,"Labichthys elongatus Gill & Ryder, 1883",Labichthys,elongatus,"Gill & Ryder, 1883",,
190350,Avocettina infans,"Leptocephalus oxycephalus Pappenheim, 1914",Leptocephalus,oxycephalus,"Pappenheim, 1914",,
190350,Avocettina infans,"Avocettinops schmidti Roule & Bertin, 1924",Avocettinops,schmidti,"Roule & Bertin, 1924",,
190350,Avocettina infans,"Nemichthys infans Günther, 1878",Nemichthys,infans,"Günther, 1878",,
190350,Avocettina infans,"Avocettinops normani Bertin, 1947",Avocettinops,normani,"Bertin, 1947",,
191792,Xiphophorus variatus,"Platypoecilus variatus Meek, 1904",Platypoecilus,variatus,"Meek, 1904",,
195488,Squalus suckleyi,Squalus acanthias (Northwest Pacific subpopulation),Squalus,acanthias,,,"Linnaeus, 1758"
195488,Squalus suckleyi,"Squalus acanthias ssp. suckleyi Girard, 1855",Squalus,acanthias,,subspecies,"Girard, 1855"
195488,Squalus suckleyi,Squalus acanthias (Northeast Atlantic subpopulation),Squalus,acanthias,,,"Linnaeus, 1758"
195488,Squalus suckleyi,"Spinax suckleyi Girard, 1855",Spinax,suckleyi,"Girard, 1855",,
199052,Bathycongrus varidens,"Uroconger varidens Garman, 1899",Uroconger,varidens,"Garman, 1899",,
3855,Carcharodon carcharias,"Squalus carcharias Linnaeus, 1758",Squalus,carcharias,"Linnaeus, 1758",,
39339,Alopias vulpinus,"Squalus vulpinus Bonnaterre, 1788",Squalus,vulpinus,"Bonnaterre, 1788",,
39381,Prionace glauca,"Squalus glaucus Linnaeus, 1758",Squalus,glaucus,"Linnaeus, 1758",,
4292,Cetorhinus maximus,"Squalus maximus Gunnerus, 1765",Squalus,maximus,"Gunnerus, 1765",,
10030,Hexanchus griseus,"Squalus griseus Bonnaterre, 1788",Squalus,griseus,"Bonnaterre, 1788",,
10030,Hexanchus griseus,"Notidanus  griseus (Bonnaterre, 1788)",Notidanus ,griseus,"(Bonnaterre, 1788)",,
10030,Hexanchus griseus,"Squalus  vacca	 Bloch & Schneider, 1801	",Squalus ,vacca	,"Bloch & Schneider, 1801	",,
10030,Hexanchus griseus,"Hexanchus  corinus Jordan & Gilbert, 1880",Hexanchus ,corinus,"Jordan & Gilbert, 1880",,
10030,Hexanchus griseus,"Notidanus  vulgaris Pérez Canto, 1886	",Notidanus ,vulgaris,"Pérez Canto, 1886	",,
10030,Hexanchus griseus,"Hexanchus  griseus  ssp. australis	 de Buen, 1960	",Hexanchus ,griseus ,,subspecies,"de Buen, 1960	"
10030,Hexanchus griseus,"Monopterinus  griseus (Bonnaterre, 1788)",Monopterinus ,griseus,"(Bonnaterre, 1788)",,
10030,Hexanchus griseus,"Notidanus  monge Risso, 1827",Notidanus ,monge,"Risso, 1827",,
11534,Lepidochelys olivacea,"Chelonia olivacea Eschscholtz, 1829",Chelonia,olivacea,"Eschscholtz, 1829",,
135301,Oncorhynchus nerka,"Salmo nerka Walbaum, 1792",Salmo,nerka,"Walbaum, 1792",,
153538,Zostera marina,Zostera stenophylla Raf.,Zostera,stenophylla,Raf.,,
154820,Alepisaurus ferox,"Alepidosaurus serra (Gill, 1862)",Alepidosaurus,serra,"(Gill, 1862)",,
154820,Alepisaurus ferox,"Alepidosaurus aesculapius (Bean, 1883)",Alepidosaurus,aesculapius,"(Bean, 1883)",,
154820,Alepisaurus ferox,"Alepisaurus altivelis (Poey, 1860)",Alepisaurus,altivelis,"(Poey, 1860)",,
154820,Alepisaurus ferox,"Alepidosaurus poeyi (Gill, 1863)",Alepidosaurus,poeyi,"(Gill, 1863)",,
154820,Alepisaurus ferox,"Alepidosaurus borealis (Gill, 1862)",Alepidosaurus,borealis,"(Gill, 1862)",,
154820,Alepisaurus ferox,"Alepisaurus azureus (Valenciennes, 1850)",Alepisaurus,azureus,"(Valenciennes, 1850)",,
154820,Alepisaurus ferox,"Alepisaurus richardsonii (Bleeker, 1855)",Alepisaurus,richardsonii,"(Bleeker, 1855)",,
155094,Clinocottus globiceps,"Oligocottus globiceps Girard, 1858",Oligocottus,globiceps,"Girard, 1858",,
155094,Clinocottus globiceps,"Blennicottus globiceps (Girard, 1858)",Blennicottus,globiceps,"(Girard, 1858)",,
163984,Juncus articulatus,Juncus lamprocarpus Ehrh.,Juncus,lamprocarpus,Ehrh.,,
164199,Typha angustifolia,Typha foveolata Pobed.,Typha,foveolata,Pobed.,,
164199,Typha angustifolia,Massula angustifolia (L.) Dulac,Massula,angustifolia,(L.) Dulac,,
164199,Typha angustifolia,Typha elatior Boenn.,Typha,elatior,Boenn.,,
168991,Landoltia punctata,Spirodela oligorrhiza (Kurz) Hegelm. ssp. genuina Hegelm.,Spirodela,oligorrhiza,(Kurz) Hegelm.,subspecies,Hegelm.
168991,Landoltia punctata,Lemna pusilla (Hegelm.) Daubs,Lemna,pusilla,(Hegelm.) Daubs,,
168991,Landoltia punctata,Spirodela oligorrhiza (Kurz) Hegelm. ssp. melanorrhiza (F.Muell. ex Kurz) Hegelm.,Spirodela,oligorrhiza,(Kurz) Hegelm.,subspecies,(F.Muell. ex Kurz) Hegelm.
168991,Landoltia punctata,Lemna melanorrhiza F.Muell.,Lemna,melanorrhiza,F.Muell.,,
168991,Landoltia punctata,Spirodela oligorrhiza (Kurz) Hegelm. ssp. javanica Bauer ex Hegelm.,Spirodela,oligorrhiza,(Kurz) Hegelm.,subspecies,Bauer ex Hegelm.
168991,Landoltia punctata,Spirodela oligorrhiza (Kurz) Hegelm. ssp. pusilla Hegelm.,Spirodela,oligorrhiza,(Kurz) Hegelm.,subspecies,Hegelm.
168991,Landoltia punctata,Spirodela oligorrhiza (Kurz) Hegelm.,Spirodela,oligorrhiza,(Kurz) Hegelm.,,
168991,Landoltia punctata,Lemna oligorrhiza Kurz,Lemna,oligorrhiza,Kurz,,
168991,Landoltia punctata,Spirodela oligorrhiza (Kurz) Hegelm. ssp. pleiorrhiza (F.Muell. ex Kurz) Hegelm.,Spirodela,oligorrhiza,(Kurz) Hegelm.,subspecies,(F.Muell. ex Kurz) Hegelm.
168991,Landoltia punctata,Lemna punctata G.Mey.,Lemna,punctata,G.Mey.,,
17027,Phocoena phocoena,"Phocoena relicta Abel, 1905.",Phocoena,relicta,"Abel, 1905.",,
170306,Scomber japonicus,Scomber capensis Cuvier 1832,Scomber,capensis,Cuvier 1832,,
170306,Scomber japonicus,Pneumatophorus japonicus japonicus (Houttuyn 1782),Pneumatophorus,japonicus japonicus,(Houttuyn 1782),,
170306,Scomber japonicus,Scomber pneumatophorus (non Delaroche 1809),Scomber,pneumatophorus,(non Delaroche 1809),,
170306,Scomber japonicus,Scomber undulatus (non Swainson 1839),Scomber,undulatus,(non Swainson 1839),,
170306,Scomber japonicus,Scomber japonicus colias (non Gmelin 1789),Scomber,japonicus colias,(non Gmelin 1789),,
170306,Scomber japonicus,Pneumatophorus colias (non Gmelin 1789),Pneumatophorus,colias,(non Gmelin 1789),,
170306,Scomber japonicus,Pneumatophorus diego (Ayres 1856),Pneumatophorus,diego,(Ayres 1856),,
170306,Scomber japonicus,Pneumatophorus grex (non Mitchill 1814),Pneumatophorus,grex,(non Mitchill 1814),,
170306,Scomber japonicus,Scomber gracilis (non Swainson 1839),Scomber,gracilis,(non Swainson 1839),,
170306,Scomber japonicus,Scomber grex (non Mitchill 1814),Scomber,grex,(non Mitchill 1814),,
170306,Scomber japonicus,Scomber peruanus (Jordan and Hubbs 1925),Scomber,peruanus,(Jordan and Hubbs 1925),,
170306,Scomber japonicus,Scomber japonicus japonicus Houttuyn 1782,Scomber,japonicus japonicus,Houttuyn 1782,,
170306,Scomber japonicus,Scomber dekayi (non Storer 1855),Scomber,dekayi,(non Storer 1855),,
170306,Scomber japonicus,Pneumatophorus japonicus (Houttuyn 1782),Pneumatophorus,japonicus,(Houttuyn 1782),,
170306,Scomber japonicus,Scomber maculatus (non Couch 1832),Scomber,maculatus,(non Couch 1832),,
170306,Scomber japonicus,Scomber macrophthalmus (non Rafinesque 1810),Scomber,macrophthalmus,(non Rafinesque 1810),,
170306,Scomber japonicus,Scomber japonicus peruanus (Jordan and Hubbs 1925),Scomber,japonicus peruanus,(Jordan and Hubbs 1925),,
170306,Scomber japonicus,Scomber japonicus marplatensis (Lopez 1955),Scomber,japonicus marplatensis,(Lopez 1955),,
170306,Scomber japonicus,Scomber colias (non Gmelin 1789),Scomber,colias,(non Gmelin 1789),,
170306,Scomber japonicus,Pneumatophorus japonicus marplatensis López 1955,Pneumatophorus,japonicus marplatensis,López 1955,,
170306,Scomber japonicus,Pneumatophorus peruanus Jordan and Hubbs 1925,Pneumatophorus,peruanus,Jordan and Hubbs 1925,,
170306,Scomber japonicus,Scomber gigas Fowler 1935,Scomber,gigas,Fowler 1935,,
170306,Scomber japonicus,Scomber joanesaba Bleeker 1854,Scomber,joanesaba,Bleeker 1854,,
170306,Scomber japonicus,Scomber diego Ayres 1856,Scomber,diego,Ayres 1856,,
170306,Scomber japonicus,Scomber janesaba Bleeker 1854,Scomber,janesaba,Bleeker 1854,,
170306,Scomber japonicus,Scomber saba Bleeker 1854,Scomber,saba,Bleeker 1854,,
170306,Scomber japonicus,Scomber scombrus japonicus Temminck and Schlegel 1844,Scomber,scombrus japonicus,Temminck and Schlegel 1844,,
170310,Katsuwonus pelamis,"Scomber pelamides Lacepede, 1801",Scomber,pelamides,"Lacepede, 1801",,
170310,Katsuwonus pelamis,"Thynnus vagans Lesson, 1829",Thynnus,vagans,"Lesson, 1829",,
170310,Katsuwonus pelamis,"Euthynnus pelamis (Linnaeus, 1758)",Euthynnus,pelamis,"(Linnaeus, 1758)",,
170310,Katsuwonus pelamis,"Scomber pelamis Linnaeus, 1758",Scomber,pelamis,"Linnaeus, 1758",,
170352,Sarda chiliensis,"Pelamys chiliensis Cuvier, 1832",Pelamys,chiliensis,"Cuvier, 1832",,
183220,Synodus lucioceps,"Saurus lucioceps Ayres, 1855",Saurus,lucioceps,"Ayres, 1855",,
183337,Peprilus simillimus,"Poronotus simillimus Ayres, 1860",Poronotus,simillimus,"Ayres, 1860",,
183618,Medialuna californiensis,"Scorpis californiensis Steindachner, 1876",Scorpis,californiensis,"Steindachner, 1876",,
183729,Trachurus symmetricus,"Trachurus picturatus ssp. symmetricus (Ayres, 1855)",Trachurus,picturatus,,subspecies,"(Ayres, 1855)"
183729,Trachurus symmetricus,"Trachurus symmetricus ssp. symmetricus (Ayres, 1855)",Trachurus,symmetricus,,subspecies,"(Ayres, 1855)"
183729,Trachurus symmetricus,"Caranx symmetricus Ayres, 1855",Caranx,symmetricus,"Ayres, 1855",,
183729,Trachurus symmetricus,"Decapterus polyaspis Walford & Myers, 1944",Decapterus,polyaspis,"Walford & Myers, 1944",,
183848,Atractoscion nobilis,"Cynoscion nobilis Ayres, 1860",Cynoscion,nobilis,"Ayres, 1860",,
183848,Atractoscion nobilis,"Otolithus californiensis Steindachner, 1876",Otolithus,californiensis,"Steindachner, 1876",,
183848,Atractoscion nobilis,"Johnius nobilis Ayres, 1860",Johnius,nobilis,"Ayres, 1860",,
183856,Engraulis mordax,"Engraulis mordax ssp. mordax Girard, 1854",Engraulis,mordax,,subspecies,"Girard, 1854"
183856,Engraulis mordax,"Anchovia maui (Fowler & Bean, 1923)",Anchovia,maui,"(Fowler & Bean, 1923)",,
183856,Engraulis mordax,"Anchoviella mauii Fowler & Bean, 1923",Anchoviella,mauii,"Fowler & Bean, 1923",,
183856,Engraulis mordax,"Engraulis nanus Girard, 1858",Engraulis,nanus,"Girard, 1858",,
183856,Engraulis mordax,"Engraulus mordax Girard, 1854",Engraulus,mordax,"Girard, 1854",,
183957,Atherinops affinis,Atherinops affinis affinis (Ayres 1860),Atherinops,affinis affinis,(Ayres 1860),,
183957,Atherinops affinis,Atherinops littoralis Hubbs 1918,Atherinops,littoralis,Hubbs 1918,,
183957,Atherinops affinis,Atherinops insularum Gilbert 1891,Atherinops,insularum,Gilbert 1891,,
183957,Atherinops affinis,Atherinops guadalupae Hubbs 1918,Atherinops,guadalupae,Hubbs 1918,,
183957,Atherinops affinis,Atherinops oregonia Jordan and Snyder 1913,Atherinops,oregonia,Jordan and Snyder 1913,,
183957,Atherinops affinis,Atherinops affinis littoralis Hubbs 1918,Atherinops,affinis littoralis,Hubbs 1918,,
183957,Atherinops affinis,Atherinopsis affinis Ayres 1860,Atherinopsis,affinis,Ayres 1860,,
183957,Atherinops affinis,Atherinops cedroscensis Hubbs 1918,Atherinops,cedroscensis,Hubbs 1918,,
183957,Atherinops affinis,Atherinops insularum guadalupae Hubbs 1918,Atherinops,insularum guadalupae,Hubbs 1918,,
183957,Atherinops affinis,Atherinops magdalenae Fowler 1903,Atherinops,magdalenae,Fowler 1903,,
183957,Atherinops affinis,Atherinops insularum cedroscensis Hubbs 1918,Atherinops,insularum cedroscensis,Hubbs 1918,,
183991,Caulolatilus princeps,"Latilus princeps Jenyns, 1840",Latilus,princeps,"Jenyns, 1840",,
183991,Caulolatilus princeps,"Dekaya anomala Cooper, 1863",Dekaya,anomala,"Cooper, 1863",,
183991,Caulolatilus princeps,"Caulolatilus affinis Hildebrand, 1946",Caulolatilus,affinis,"Hildebrand, 1946",,
185000,Stereomastis nana,"Polycheles andamanensis (Alcock, 1894)",Polycheles,andamanensis,"(Alcock, 1894)",,
185000,Stereomastis nana,"Polycheles nanus (Smith, 1884)",Polycheles,nanus,"(Smith, 1884)",,
185000,Stereomastis nana,"Stereomastis andamanensis (Alcock, 1894)",Stereomastis,andamanensis,"(Alcock, 1894)",,
185000,Stereomastis nana,"Stereomastis grimaldii (Bouvier, 1905)",Stereomastis,grimaldii,"(Bouvier, 1905)",,
185000,Stereomastis nana,"Pentacheles nanus Smith, 1884",Pentacheles,nanus,"Smith, 1884",,
188974,Anodonta beringiana,"Anodonta youkonensis (I. Lea, 1867)",Anodonta,youkonensis,"(I. Lea, 1867)",,
189119,Ferrissia fragilis,"Ferrissia californica (Rowell, 1863)",Ferrissia,californica,"(Rowell, 1863)",,
189147,Drepanotrema cimex,"Planorbis cimex Moricand, 1839",Planorbis,cimex,"Moricand, 1839",,
189207,Galba bulimoides,"Fossaria bulimoides Lea, 1841",Fossaria,bulimoides,"Lea, 1841",,
189646,Valvata humeralis,"Valvata californica Pilsbry, 1908",Valvata,californica,"Pilsbry, 1908",,
189646,Valvata humeralis,"Valvata strebeli Fischer & Crosse, 1891",Valvata,strebeli,"Fischer & Crosse, 1891",,
189656,Juga acutifilosa,"Goniobasis acutifilosa Stearns, 1890",Goniobasis,acutifilosa,"Stearns, 1890",,
196019,Eptatretus deani,"Polistotrema curtissjamesi Townsend & Nichols, 1925",Polistotrema,curtissjamesi,"Townsend & Nichols, 1925",,
196019,Eptatretus deani,"Polistotrema deani Evermann & Goldsborough, 1907",Polistotrema,deani,"Evermann & Goldsborough, 1907",,
196044,Eptatretus stoutii,"Bdellostoma stoutii Lockington, 1878",Bdellostoma,stoutii,"Lockington, 1878",,
39324,Notorynchus cepedianus,"Squalus cepedianus Péron, 1807",Squalus,cepedianus,"Péron, 1807",,
39352,Galeorhinus galeus,Squalus galeus Linnaeus 1758,Squalus,galeus,Linnaeus 1758,,
8005,Eretmochelys imbricata,"Testudo imbricata Linnaeus, 1766",Testudo,imbricata,"Linnaeus, 1766",,
198615,Electrona risso,"Myctophum risso (Cocco, 1829)",Myctophum,risso,"(Cocco, 1829)",,
198615,Electrona risso,"Scopelus risso Cocco, 1829",Scopelus,risso,"Cocco, 1829",,
13485635,Magnisudis atlantica,Magnisudis  barysoma Harry 1953,Magnisudis ,barysoma,Harry 1953,,
13485635,Magnisudis atlantica,Paralepis  brevis Zugmayer 1911,Paralepis ,brevis,Zugmayer 1911,,
13485635,Magnisudis atlantica,Sudis  bronsoni Parr 1928,Sudis ,bronsoni,Parr 1928,,
13485635,Magnisudis atlantica,Paralepis brevis indicus  Ege 1953,Paralepis,brevis indicus, Ege 1953,,
13485635,Magnisudis atlantica,Paralepis atlantica prionosa Rofen 1963,Paralepis,atlantica prionosa,Rofen 1963,,
13485635,Magnisudis atlantica,"Paralepis atlanticus Krøyer, 1868",Paralepis,atlanticus,"Krøyer, 1868",,
202413,Osmerus mordax,"Osmerus spectrum Cope, 1870",Osmerus,spectrum,"Cope, 1870",,
202413,Osmerus mordax,"Atherina mordax Mitchill, 1814",Atherina,mordax,"Mitchill, 1814",,
202625,Lampetra ayresii,"Petromyzon ayresii Günther, 1870",Petromyzon,ayresii,"Günther, 1870",,
202363,Rhinichthys falcatus,"Agosia falcata Eigenmann & Eigenmann, 1893",Agosia,falcata,"Eigenmann & Eigenmann, 1893",,
202359,Ptychocheilus oregonensis,"Cyprinus oregonensis Richardson, 1836",Cyprinus,oregonensis,"Richardson, 1836",,
184099,Spirinchus thaleichthys,"Osmerus haleichthys Ayres, 1860",Osmerus,haleichthys,"Ayres, 1860",,
202261,Mylocheilus caurinus,"Cyprinus caurinus Richardson, 1836",Cyprinus,caurinus,"Richardson, 1836",,
202368,Richardsonius balteatus,"Cyprinus balteatus Richardson, 1836",Cyprinus,balteatus,"Richardson, 1836",,
202415,Thaleichthys pacificus,"Salmo pacificus Richardson, 1836",Salmo,pacificus,"Richardson, 1836",,
202603,Pomoxis nigromaculatus,"Cantharus nigromaculatus Lesueur, 1829",Cantharus,nigromaculatus,"Lesueur, 1829",,
202555,Lepomis gibbosus,"Perca gibbosa Linnaeus, 1758",Perca,gibbosa,"Linnaeus, 1758",,
91863316,Charina bottae,"Tortrix bottae Blainville, 1835",Tortrix,bottae,"Blainville, 1835",,
164479,Potamogeton natans,Potamogeton zosteraceus Fr.,Potamogeton,zosteraceus,Fr.,,
164479,Potamogeton natans,Potamogeton marinus L.,Potamogeton,marinus,L.,,
19711843,Apostichopus leukothele,"Parastichopus leukothele Lambert, 1986",Parastichopus,leukothele,"Lambert, 1986",,
18156550,Taractes asper,"Brama raschii Esmark, 1862",Brama,raschii,"Esmark, 1862",,
18156550,Taractes asper,"Taractes platycephalus Matsubara, 1936",Taractes,platycephalus,"Matsubara, 1936",,
18156550,Taractes asper,"Taractes raschii Esmark, 1862",Taractes,raschii,"Esmark, 1862",,
18156550,Taractes asper,"Trachyberyx barretoi Roule, 1929",Trachyberyx,barretoi,"Roule, 1929",,
194997,Arctozenus risso,"Paralepis coruscans Jordan & Gilbert, 1881",Paralepis,coruscans,"Jordan & Gilbert, 1881",,
194997,Arctozenus risso,"Prymnothonus hookeri Richardson, 1845",Prymnothonus,hookeri,"Richardson, 1845",,
194997,Arctozenus risso,"Paralepis kroyeri Lütken, 1892",Paralepis,kroyeri,"Lütken, 1892",,
194997,Arctozenus risso,"Notolepis risso Bonaparte, 1840",Notolepis,risso,"Bonaparte, 1840",,
194997,Arctozenus risso,"Paralepis risso Bonaparte, 1840",Paralepis,risso,"Bonaparte, 1840",,
21133108,Photonectes margarita,"Echiostoma margarita Goode & Bean, 1896",Echiostoma,margarita,"Goode & Bean, 1896",,
18123960,Anoplogaster cornuta,"Hoplostethus cornutus Valenciennes, 1833",Hoplostethus,cornutus,"Valenciennes, 1833",,
18123960,Anoplogaster cornuta,Caulolepis  longidens Gill [T. N.] 1883,Caulolepis ,longidens,Gill [T. N.] 1883,,
18123960,Anoplogaster cornuta,Caulolepis  subulidens Garman [S.] 1899,Caulolepis ,subulidens,Garman [S.] 1899,,
12302,Lontra canadensis,"Lutra canadensis Schreber, 1777",Lutra,canadensis,"Schreber, 1777",,
17598,Corynorhinus townsendii,"Plecotus townsendii Cooper, 1837",Plecotus,townsendii,"Cooper, 1837",,
14157,Myotis evotis,"Myotis milleri Elliot, 1903",Myotis,milleri,"Elliot, 1903",,
88151055,Lasiurus blossevillii,"Vespertilio blossevillii Lesson & Garnot, 1826",Vespertilio,blossevillii,"Lesson & Garnot, 1826",,
8004,Erethizon dorsatum,"Hystrix dorsata Linnaeus, 1758",Hystrix,dorsata,"Linnaeus, 1758",,
15324,Ondatra zibethicus,"Castor zibethicus Linnaeus, 1766",Castor,zibethicus,"Linnaeus, 1766",,
164301,Alisma gramineum,Alisma arcuatum Michalet,Alisma,arcuatum,Michalet,,
164301,Alisma gramineum,Alisma loeselii Gorski,Alisma,loeselii,Gorski,,
164301,Alisma gramineum,Alisma graminifolium (Wahlenb.) Ehrh. ex Ledeb.,Alisma,graminifolium,(Wahlenb.) Ehrh. ex Ledeb.,,
164301,Alisma gramineum,Alisma loeselii Gorski,Alisma,loeselii,Gorski,,
164301,Alisma gramineum,Alisma graminifolium Steud.,Alisma,graminifolium,Steud.,,
155495,Dreissena polymorpha,"Mytilus polymorphus Pallas, 1771",Mytilus,polymorphus,"Pallas, 1771",,
155568,Radix auricularia,"Helix auricularia Linnaeus, 1758",Helix,auricularia,"Linnaeus, 1758",,
155568,Radix auricularia,"Lymnaea trencalaeonis Gassies, 1856",Lymnaea,trencalaeonis,"Gassies, 1856",,
155568,Radix auricularia,"Lymnaea discreta Burgeois, 1887",Lymnaea,discreta,"Burgeois, 1887",,
155568,Radix auricularia,"Lymnaea auricularia (Linnaeus, 1758)",Lymnaea,auricularia,"(Linnaeus, 1758)",,
155568,Radix auricularia,"Limnaea auricularia (Linnaeus, 1758) [orth. error]",Limnaea,auricularia,"(Linnaeus, 1758) [orth. error]",,
155571,Pisidium casertanum,"Pisidium ruwenzoriensis Germain, 1911",Pisidium,ruwenzoriensis,"Germain, 1911",,
155571,Pisidium casertanum,"Pisidium pusillum Letourneux & Bourguignat, 1887",Pisidium,pusillum,"Letourneux & Bourguignat, 1887",,
155571,Pisidium casertanum,"Pisidium rotundatum (Pallary, 1921)",Pisidium,rotundatum,"(Pallary, 1921)",,
155571,Pisidium casertanum,"Pisidium maroccanum (Pallary, 1936)",Pisidium,maroccanum,"(Pallary, 1936)",,
155571,Pisidium casertanum,"Pisidium lumsternianum Bourguignat, 1864",Pisidium,lumsternianum,"Bourguignat, 1864",,
155571,Pisidium casertanum,Pisidium cinereum Unknown,Pisidium,cinereum,Unknown,,
155571,Pisidium casertanum,"Euglesa   casertana (Poli, 1791)",Euglesa  ,casertana,"(Poli, 1791)",,
155571,Pisidium casertanum,"Cardium casertanum Poli, 1791",Cardium,casertanum,"Poli, 1791",,
155571,Pisidium casertanum,"Pisidium atlasicum Pallary, 1921",Pisidium,atlasicum,"Pallary, 1921",,
18252619,Cyclothone pallida,"Cyclothone canina Gilbert, 1905",Cyclothone,canina,"Gilbert, 1905",,
42830251,Chaenophryne ramifera,Chaenophryne  fimbriata Regan [C. T.] & Trewavas [E.] 1932,Chaenophryne ,fimbriata,Regan [C. T.] & Trewavas [E.] 1932,,
42830251,Chaenophryne ramifera,Chaenophryne  intermedia Belloc [G.] 1938,Chaenophryne ,intermedia,Belloc [G.] 1938,,
42830251,Chaenophryne ramifera,Chaenophryne pacis  Koefoed [E.] 1944,Chaenophryne,pacis, Koefoed [E.] 1944,,
42830277,Microlophichthys microlophus,"Dolopichthys  exiguus Regan & Trewavas, 1932",Dolopichthys ,exiguus,"Regan & Trewavas, 1932",,
42830277,Microlophichthys microlophus,"Dolopichthys  analogus Parr, 1927",Dolopichthys ,analogus,"Parr, 1927",,
42830277,Microlophichthys microlophus,"Dolopichthys  implumis Regan & Trewavas, 1932",Dolopichthys ,implumis,"Regan & Trewavas, 1932",,
42830277,Microlophichthys microlophus,"Dolopichthys microlophus Regan, 1925",Dolopichthys,microlophus,"Regan, 1925",,
164446,Najas minor,Caulinia minor (All.) Coss. & Germ.,Caulinia,minor,(All.) Coss. & Germ.,,
164446,Najas minor,Najas fragalis (Willd.) Delile,Najas,fragalis,(Willd.) Delile,,
164446,Najas minor,Caulinia fragalis Willd.,Caulinia,fragalis,Willd.,,
6494,Dermochelys coriacea,"Testudo coriacea Vandelli, 1761",Testudo,coriacea,"Vandelli, 1761",,
